ave_dist = 0.014707
WassDist  weight    WassDist*weight   Percent
0.030718  0.004027  0.000124           0.84%
0.033069  0.011075  0.000366           2.49%
0.031599  0.019331  0.000611           4.15%
0.030679  0.022755  0.000698           4.75%
0.027510  0.026178  0.000720           4.90%
0.021242  0.023157  0.000492           3.34%
0.021840  0.020942  0.000457           3.11%
0.022271  0.025574  0.000570           3.87%
0.021145  0.025977  0.000549           3.73%
0.015175  0.029803  0.000452           3.08%
0.008086  0.026379  0.000213           1.45%
0.008106  0.023762  0.000193           1.31%
0.009761  0.024164  0.000236           1.60%
0.008471  0.025574  0.000217           1.47%
0.006481  0.025373  0.000164           1.12%
0.005529  0.026178  0.000145           0.98%
0.013994  0.030608  0.000428           2.91%
0.006471  0.023157  0.000150           1.02%
0.006542  0.027185  0.000178           1.21%
0.007946  0.026581  0.000211           1.44%
0.018061  0.027185  0.000491           3.34%
0.012603  0.022553  0.000284           1.93%
0.014072  0.030810  0.000434           2.95%
0.012094  0.024366  0.000295           2.00%
0.012345  0.029199  0.000360           2.45%
0.014988  0.022755  0.000341           2.32%
0.010207  0.024164  0.000247           1.68%
0.016254  0.025977  0.000422           2.87%
0.007305  0.024970  0.000182           1.24%
0.017051  0.018727  0.000319           2.17%
0.012765  0.020137  0.000257           1.75%
0.011967  0.025574  0.000306           2.08%
0.011823  0.020942  0.000248           1.68%
0.007933  0.017318  0.000137           0.93%
0.013418  0.014901  0.000200           1.36%
0.009066  0.017922  0.000162           1.10%
0.011367  0.017318  0.000197           1.34%
0.012161  0.017922  0.000218           1.48%
0.020626  0.013492  0.000278           1.89%
0.023534  0.012686  0.000299           2.03%
0.008722  0.013089  0.000114           0.78%
0.010398  0.011277  0.000117           0.80%
0.010339  0.011679  0.000121           0.82%
0.011655  0.010874  0.000127           0.86%
0.023793  0.010270  0.000244           1.66%
0.043770  0.006444  0.000282           1.92%
0.011319  0.005638  0.000064           0.43%
0.039177  0.007048  0.000276           1.88%
0.014555  0.004833  0.000070           0.48%
0.011886  0.003423  0.000041           0.28%
0.015479  0.004229  0.000065           0.45%
0.014527  0.003222  0.000047           0.32%
0.023747  0.003625  0.000086           0.59%
0.022610  0.003021  0.000068           0.46%
0.032883  0.002416  0.000079           0.54%
0.023597  0.002215  0.000052           0.36%
