ave_dist = 0.049730
WassDist  weight    WassDist*weight   Percent
0.045168  0.022581  0.001020           2.05%
0.046945  0.022581  0.001060           2.13%
0.067867  0.022581  0.001532           3.08%
0.045945  0.022581  0.001037           2.09%
0.060835  0.029032  0.001766           3.55%
0.045640  0.041935  0.001914           3.85%
0.050599  0.045161  0.002285           4.60%
0.039763  0.045161  0.001796           3.61%
0.053664  0.025806  0.001385           2.78%
0.041237  0.038710  0.001596           3.21%
0.043041  0.025806  0.001111           2.23%
0.056465  0.022581  0.001275           2.56%
0.057132  0.041935  0.002396           4.82%
0.030624  0.041935  0.001284           2.58%
0.026129  0.048387  0.001264           2.54%
0.036327  0.045161  0.001641           3.30%
0.038228  0.035484  0.001356           2.73%
0.096164  0.025806  0.002482           4.99%
0.034178  0.038710  0.001323           2.66%
0.072883  0.022581  0.001646           3.31%
0.089770  0.032258  0.002896           5.82%
0.058397  0.029032  0.001695           3.41%
0.057947  0.029032  0.001682           3.38%
0.035215  0.038710  0.001363           2.74%
0.071290  0.035484  0.002530           5.09%
0.064880  0.029032  0.001884           3.79%
0.053917  0.032258  0.001739           3.50%
0.039424  0.025806  0.001017           2.05%
0.040197  0.035484  0.001426           2.87%
0.054700  0.025806  0.001412           2.84%
0.040546  0.022581  0.000916           1.84%
