ave_dist = 0.023872
WassDist  weight    WassDist*weight   Percent
0.018487  0.094801  0.001753           7.34%
0.015534  0.105505  0.001639           6.87%
0.024008  0.053517  0.001285           5.38%
0.012651  0.067278  0.000851           3.57%
0.018434  0.067278  0.001240           5.20%
0.047950  0.047401  0.002273           9.52%
0.022323  0.047401  0.001058           4.43%
0.012010  0.050459  0.000606           2.54%
0.020353  0.041284  0.000840           3.52%
0.019474  0.029052  0.000566           2.37%
0.023145  0.032110  0.000743           3.11%
0.029181  0.022936  0.000669           2.80%
0.041804  0.025994  0.001087           4.55%
0.020188  0.021407  0.000432           1.81%
0.037710  0.015291  0.000577           2.42%
0.020686  0.022936  0.000474           1.99%
0.027721  0.027523  0.000763           3.20%
0.024784  0.022936  0.000568           2.38%
0.039467  0.018349  0.000724           3.03%
0.029409  0.018349  0.000540           2.26%
0.028507  0.030581  0.000872           3.65%
0.025048  0.027523  0.000689           2.89%
0.024870  0.019878  0.000494           2.07%
0.032715  0.022936  0.000750           3.14%
0.033226  0.019878  0.000660           2.77%
0.038643  0.012232  0.000473           1.98%
0.033792  0.012232  0.000413           1.73%
0.034064  0.012232  0.000417           1.75%
0.038794  0.010703  0.000415           1.74%
