ave_dist = 0.030653
WassDist  weight    WassDist*weight   Percent
0.030466  0.022581  0.000688           2.24%
0.022455  0.022581  0.000507           1.65%
0.038014  0.022581  0.000858           2.80%
0.035126  0.022581  0.000793           2.59%
0.031120  0.029032  0.000903           2.95%
0.035819  0.041935  0.001502           4.90%
0.018459  0.045161  0.000834           2.72%
0.035903  0.045161  0.001621           5.29%
0.021881  0.025806  0.000565           1.84%
0.022457  0.038710  0.000869           2.84%
0.021131  0.025806  0.000545           1.78%
0.029506  0.022581  0.000666           2.17%
0.022832  0.041935  0.000957           3.12%
0.034326  0.041935  0.001439           4.70%
0.023897  0.048387  0.001156           3.77%
0.031726  0.045161  0.001433           4.67%
0.024149  0.035484  0.000857           2.80%
0.023331  0.025806  0.000602           1.96%
0.018874  0.038710  0.000731           2.38%
0.030092  0.022581  0.000680           2.22%
0.102594  0.032258  0.003309          10.80%
0.021089  0.029032  0.000612           2.00%
0.022383  0.029032  0.000650           2.12%
0.029183  0.038710  0.001130           3.69%
0.043111  0.035484  0.001530           4.99%
0.031045  0.029032  0.000901           2.94%
0.023912  0.032258  0.000771           2.52%
0.023178  0.025806  0.000598           1.95%
0.020963  0.035484  0.000744           2.43%
0.051348  0.025806  0.001325           4.32%
0.038735  0.022581  0.000875           2.85%
